threshold,zero-crossing_rate,mean_mfcc,std_mfcc,spectral_centroid,spectral_rolloff,spectral_flux,mean_frequency_domain_real,std_frequency_domain,energy_entropy,sound_type
2.6490149731357167e-05,0.1042142505262215,-26.66937255859375,175.84152221679688,7539.53093153736,15331.640625,0.0003843583923282772,0.0006039143154581402,1.6832850700719493,3.1938702704268276,3
4.02950631871038e-05,0.0030593913524467786,-14.74300479888916,127.03939819335938,505.812076885808,775.1953125,0.0006304349982508891,0.017927203373468932,13.755489274254906,2.8669994924630076,1
3.000583879931297e-05,0.0020354400299959583,-12.57860279083252,115.88733673095703,751.2957715054272,1270.458984375,0.00020710860033169582,0.014682453607064612,22.284567219881964,2.7862459805886863,2
1.0679185413398694e-05,0.012239841939755048,-18.50169563293457,141.63311767578125,1006.6855512279315,1550.390625,5.320461447161444e-05,-0.0045025673614331576,11.024618608840719,2.896047450942096,0
1.8693224115031884e-05,0.06988718865184854,-25.710073471069336,148.92108154296875,1153.8058996772183,645.99609375,0.0001435555260514508,-0.000400322266397226,4.32585801284164,2.86644471032594,3
4.982018067753242e-05,0.00799765970528153,-18.70598602294922,146.162109375,569.1966898249497,1076.66015625,0.0004757636659387747,-0.0030359692758686074,7.111038629550668,2.884048661259882,0
4.481688403884163e-05,0.002575847842047626,-14.737011909484863,143.37249755859375,608.6435523470295,1098.193359375,0.00018953742203862517,0.011089400507343744,12.669627139987647,3.209555641383348,2
1.7909707048973393e-05,0.10070575061513753,-24.34235382080078,176.273681640625,11610.313732842995,19961.279296875,0.0010485538318079001,0.00012605475775099082,0.760675138605597,2.8029190973914293,3
3.990147297539252e-05,0.005032934012008204,-15.30581283569336,139.5277557373047,774.3160606087783,1335.05859375,0.0004188162060387671,-0.0112840727479399,7.722171849147486,2.9666991146364663,2
5.266387206995552e-05,0.00441273188887705,-13.11937141418457,133.9837188720703,700.927269527597,1076.66015625,0.0002445494366296563,-0.02155718149601057,14.525127361817027,3.0596934079184965,0
5.073108892180831e-05,0.004651309089908271,-11.013432502746582,112.96559143066406,464.0808872460397,430.6640625,0.0001601863512810255,0.010096522066352623,53.403038792865374,3.2315657227007235,1
3.917738992924325e-05,0.0026600017852360974,-15.99240493774414,146.16587829589844,671.6500260283276,1356.591796875,0.0012778515225488653,0.0018807279137410618,5.496524013234491,2.535881479828849,2
1.553808347981958e-05,0.0425823191028114,-24.291423797607422,151.69046020507812,2826.987552852853,5857.03125,0.0002851064307640751,-0.0030253971967336927,3.7015200515989886,2.5756885086981764,3
3.86185837872617e-05,0.004165081999331559,-12.787120819091797,128.87509155273438,535.9350769866405,968.994140625,0.00021609170897738644,0.04213215045461848,21.138591583362665,3.146857083493301,0
2.1009174147186954e-05,0.1017886801055134,-23.288532257080078,144.12355041503906,2964.202963733564,6373.828125,0.0005074055421953722,0.007759375468807952,6.924686395186647,2.816723515315691,3
3.600773528495905e-05,0.003232133095126721,-13.960919380187988,126.20732879638672,667.1817677825821,1205.859375,0.00024367642809934763,0.012007386676528236,30.97529184409064,3.2911211503474163,2
2.950546621271137e-05,0.003398969631718971,-12.539660453796387,127.26057434082031,513.0775202146931,882.861328125,0.0003525197283253907,0.0031144431014614744,18.466841157922993,3.0966347842049355,0
3.447044757998772e-05,0.004214928395646072,-14.273310661315918,118.24028778076172,981.7449839858555,1076.66015625,0.00017116033277987457,0.024654046396136782,36.94279231484377,3.169747042815318,1
1.879806820744513e-05,0.06703573392428196,-24.295927047729492,170.1647186279297,4394.063708703931,11584.86328125,0.00041928335654403356,0.0036780398526531236,1.667102407013947,2.7591494056910886,3
3.737131993014323e-05,0.003614765956309809,-16.196056365966797,146.27157592773438,814.5003300223693,1485.791015625,0.0002456978841751353,-0.009754702377155235,7.275589577623779,3.1657963058501295,2
3.964702691683777e-05,0.0039127935520320125,-11.99314022064209,122.25048828125,624.5551983714827,925.927734375,0.00025010374805701537,0.008301383729377823,26.065711553977053,2.976651323109686,0
3.1255577022855066e-05,0.021412511437580575,-22.38414192199707,153.9074249267578,3089.9033478992565,6761.42578125,0.0002856239856206224,-0.0024620352343154225,6.514683060434504,3.2786254238312416,3
5.540153753443965e-05,0.0022667605814176857,-9.636909484863281,118.38492584228516,322.257278968489,581.396484375,0.00040244048363256477,0.003988939764924475,32.57128893931898,3.211464856963329,2
3.719605108864288e-05,0.0038236064065239293,-14.001229286193848,132.6531524658203,656.2597237019344,1141.259765625,0.000326083330418794,-0.017010318104889618,14.626094488814697,3.1968496274715,1
5.062677861505442e-05,0.0028515816409865518,-9.46102523803711,115.40311431884766,166.38960880135534,107.666015625,0.0006360293102793109,0.01568814668561994,24.90895789062889,3.0646713733679776,2
5.486977104795233e-06,0.054493629750279944,-26.6031551361084,159.60984802246094,4340.538249868512,10938.8671875,0.00023792748496930568,-0.00015983451125694488,5.258573419301208,3.090201405965453,3
5.765695413844993e-05,0.002597595793496856,-13.534871101379395,138.13278198242188,715.2155516672395,1399.658203125,0.0008523748723497778,0.04630877157998584,10.992366015170925,3.1501285084321204,2
2.3525964323378154e-05,0.007788192262764581,-20.933685302734375,161.63055419921875,821.9508670554044,1399.658203125,6.690678018382462e-05,0.0003277772933669205,4.985787541640497,2.988054884565808,0
2.9425828581731744e-05,0.05658450581293859,-22.697601318359375,166.65594482421875,4860.8260718620495,14534.912109375,0.0010562116388627247,-0.00014265941283392466,1.992717086689751,3.192493363869083,3
2.3195782080079047e-05,0.05207643375782646,-26.065439224243164,181.10203552246094,5194.943183458234,14513.37890625,0.0007476780229838466,-0.00023001690225297984,0.5454986752254395,3.14354594364654,3
2.6742318468585873e-05,0.004444678451865405,-15.59324836730957,140.00177001953125,446.3726371362071,559.86328125,0.00015000178850662818,-0.01051678611947492,12.573556947115506,2.55404370438826,0
4.080181228836723e-05,0.0039060684501617594,-11.719730377197266,118.4676284790039,700.3991171518109,1291.9921875,0.00014642709890634432,-0.0027549921320934433,36.65789823119708,3.123935836366313,2
2.854440192788341e-05,0.006510982842949183,-18.37034034729004,143.2439727783203,750.5952595879012,1248.92578125,5.390524334956525e-05,-0.0005019945139392882,10.526924892478332,3.201924881871456,1
3.645685383263731e-05,0.02650859419389352,-25.534860610961914,163.7165985107422,431.77512595782355,258.3984375,0.00032795324272512285,-0.029650447862248536,3.578372600129856,3.0006252205033705,3
3.705419690591736e-05,0.005743535343994536,-18.192363739013672,149.28799438476562,428.5526685198399,1076.66015625,0.00034975933335113245,0.008970284024482455,5.235954914607361,3.0723178118877854,1
3.774200227548204e-05,0.00258562674884001,-15.417548179626465,138.86647033691406,529.5929386049598,904.39453125,0.0002850175773164469,0.011763101203531377,12.419230643966715,3.2443394292882646,2
3.548960082802441e-05,0.006329406923512165,-13.991029739379883,123.12762451171875,1019.1795807813488,1399.658203125,0.0002881067801287049,-0.011676710067336898,22.935525744981845,3.251711099076237,0
2.0936725709207823e-05,0.03353552291991458,-22.81005859375,142.80975341796875,3016.759527914737,6955.224609375,0.0001477915124820643,-0.003903320938432317,10.24923108318627,2.759319971479012,3
3.795955272755887e-05,0.005513517624244268,-11.855042457580566,128.50262451171875,186.55469055960523,150.732421875,0.0005759970828595275,0.002225954811746226,11.389885502562132,2.7159994794989855,2
4.102335841093819e-05,0.002162255310244659,-17.265092849731445,153.3897247314453,636.3964794303834,1141.259765625,0.0002751929475374666,-0.002588437001752426,6.20943771888199,3.2127462340124824,1
2.581917432333057e-05,0.00920643943238799,-14.041141510009766,113.23594665527344,508.09488432972637,882.861328125,0.0002112774772462584,0.0007135025899888868,34.64222163662297,1.6766712840914137,0
2.4674403026535513e-05,0.029335324869305453,-25.024747848510742,147.10340881347656,6608.115688079809,15611.572265625,0.00017685702851635507,6.206935038581126e-05,5.78915036794904,3.181266350409751,3
4.542498868087239e-05,0.002656322127649236,-12.852202415466309,124.3787612915039,335.00844386605803,366.064453125,0.00030478947033404805,0.007697944405853014,28.58004061698773,3.2307500801964886,2
4.998027325136964e-05,0.0032720464465221216,-12.789087295532227,118.9974594116211,242.878806008838,495.263671875,0.00038397741012124304,0.0020647668841704257,33.303491014059404,2.9587414636833897,0
1.9397023565012752e-05,0.15846351045759127,-24.48993492126465,171.1136016845703,10420.868102345277,19229.150390625,0.0009816578949144532,-7.816878186013747e-05,1.473394290559745,3.122825841179067,3
3.153710498142038e-05,0.0026127695357078505,-13.980696678161621,133.7503204345703,476.1535116097975,495.263671875,0.00016994024519236735,-0.08015166690354984,22.65448049373575,3.2482198088306102,1
4.9086482326363484e-05,0.0029084171747420125,-12.934369087219238,117.64046478271484,616.9889051448749,1291.9921875,0.0005682711821241606,0.007551912865313826,27.427474638593623,2.8586112425771617,0
6.111682191135045e-05,0.002320410646805318,-8.963400840759277,112.11648559570312,810.9023884479462,1550.390625,0.00016778772873620617,-0.0669774722072367,59.825258364225306,3.2906739042234667,2
